Search Term,Exit Page,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
stclines,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=stclines&view_type=rich,3,2.67,0.00%,25.00%,0:09:45,9.67
stclines,/Geographic-Locations-and-Boundaries/Arterial-Streets-of-San-Francisco-Zipped-Shapefile/2ivi-ywmk,3,3.33,0.00%,0.00%,0:05:21,10.67
stops,/Transportation/Public-Transportation-Stops-and-Routes-San-Francis/s593-yv8k,3,2,0.00%,0.00%,0:00:20,6.33
stormwater,/browse/embed?category=&limit=20&limitTo=&q=stormwater&view_type=rich,3,2,0.00%,0.00%,0:00:04,4.33
street,/browse/embed?category=&limit=20&limitTo=&q=street&utf8=‰ÏÒ&view_type=rich&page=2,3,1.67,0.00%,0.00%,0:01:18,15.67
street,/browse/embed?category=&limit=20&limitTo=&q=street+&view_type=rich,3,1.67,0.00%,0.00%,0:00:06,11.67
street,/browse/embed?category=&limit=20&limitTo=blob&q=street&view_type=rich,3,7,0.00%,0.00%,0:00:50,14.33
street,/browse/embed?category=&limit=20&limitTo=maps&q=street&utf8=‰ÏÒ&view_type=rich&page=3,3,3.33,0.00%,0.00%,0:01:03,10.67
street,/browse/embed?category=&limit=20&limitTo=maps&q=street&view_type=rich,3,2,0.00%,0.00%,0:00:18,4.33
street,/browse/embed?category=City+Infrastructure&limit=20&limitTo=maps&q=street&view_type=rich,3,5.33,0.00%,0.00%,0:00:37,23.67
street,/browse/embed?category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=street&utf8=‰ÏÒ&view_type=rich&page=1,3,4.33,0.00%,0.00%,0:05:06,27.67
street,/browse/embed?category=Transportation&limit=20&limitTo=&q=&utf8=‰ÏÒ&view_type=rich&page=3,3,4.33,0.00%,15.38%,0:01:35,23.67
street,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=&view_type=rich,3,1.67,0.00%,0.00%,0:05:04,11.33
street,/City-Infrastructure/Street-Acceptance-Data/abvp-arbf,3,1,0.00%,0.00%,0:00:47,3.33
street,/City-Infrastructure/Street-Trees-San-Francisco-CA/y8et-cd3b,3,3.33,0.00%,20.00%,0:00:39,11.67
street,/City-Infrastructure/Street-Use-Permits/b6tj-gt35,3,1,0.00%,0.00%,0:00:49,4.33
street,/City-Management-and-Ethics/Street-and-Sidewalk-Cleaning/h3eg-w3pj,3,1.67,0.00%,0.00%,0:01:02,8
street,/Economy-and-Community/Employment-Rate-San-Francisco-CA/2pwu-v9j6,3,4.33,0.00%,38.46%,0:17:17,18.33
street,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,1.67,0.00%,60.00%,0:02:06,6
street,/Geographic-Locations-and-Boundaries/Building-Footprints-Zipped-Shapefile-Format-/jezr-5bxm,3,3.33,0.00%,30.00%,0:02:13,18.33
street,/Geographic-Locations-and-Boundaries/Freeways-in-San-Francisco-Zipped-Shapefile-Format-/c86d-e5sm,3,4.33,0.00%,0.00%,0:05:57,16.67
street,/Geographic-Locations-and-Boundaries/Street-Nodes-Zipped-Shapefile-Format-/zst2-f24q,3,1.67,0.00%,40.00%,0:02:37,7.33
street,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,3,3.33,0.00%,50.00%,0:04:50,20.33
street center line,/,3,2,0.00%,33.33%,0:00:15,7.33
street center line,/Geographic-Locations-and-Boundaries/San-Francisco-Basemap-Street-Centerlines-Zipped-Sh/5rn4-fswj,3,2.67,0.00%,62.50%,0:00:12,4.33
street center lines,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,3,3.67,0.00%,18.18%,0:00:56,10.67
street cleaning,/browse?q=street+cleaning,3,2.67,100.00%,0.00%,0:03:02,1.67
street cleaning,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,3,3.33,0.00%,20.00%,0:08:03,27.33
street cleaning,/browse/embed?category=Transportation&limit=20&limitTo=&q=street+cleaning&view_type=rich,3,1.67,0.00%,0.00%,0:00:10,3.33
street cleaning,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,3,1.67,0.00%,0.00%,0:02:44,8
street cleaning,/City-Infrastructure/November-2014-Street-Cleaning-TTC/p39p-ttts,3,2.67,0.00%,0.00%,0:00:34,8
street cleaning,/Transportation/Regularly-scheduled-tow-away-zone-GIS-data/qfjw-f9af,3,1.67,0.00%,40.00%,0:00:27,7.33
street cleaning,/Transportation/SFMTA-Enforced-Temporary-Tow-Zones/cqn5-muyy,3,1.67,0.00%,40.00%,0:01:29,4.33
street closures,/City-Infrastructure/Street-Use-Permits/b6tj-gt35,3,2,0.00%,33.33%,0:00:51,13
street intersections,/Geographic-Locations-and-Boundaries/Street-Intersections-Zipped-Shapefile-Format-/snrq-gvyd,3,2,0.00%,0.00%,0:00:07,6.33
street light,/browse/embed?category=&limit=20&limitTo=&q=street+light&view_type=rich,3,1,0.00%,0.00%,0:00:06,6.33
street map,/browse/embed?category=&limit=20&limitTo=&q=street+map&view_type=rich,3,8.67,0.00%,11.54%,0:02:11,21.33
street names,/browse/embed?category=&limit=20&limitTo=&q=street+names&view_type=rich,3,3.33,0.00%,0.00%,0:01:02,8
street names,/Geographic-Locations-and-Boundaries/List-of-Streets-and-Intersections/pu5n-qu5c,3,3.33,0.00%,0.00%,0:00:43,9.67
street names,/Geographic-Locations-and-Boundaries/Street-Names/6d9h-4u5v,3,2,0.00%,0.00%,0:00:14,15
street names,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,3,3.33,0.00%,0.00%,0:05:57,10
street of San Francisco,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,3,5.33,0.00%,0.00%,0:01:31,26.67
street parking,/browse/embed?category=&limit=20&limitTo=&q=street+parking&utf8=‰ÏÒ&view_type=rich&page=3,3,1.67,0.00%,0.00%,0:02:06,9.67
street parking,/Transportation/On-street-Parking-Census/3gg2-z57m,3,2,0.00%,0.00%,0:01:10,9.67
street permit,/Economy-and-Community/Street-Use-Permit-Search/nn8w-ruis,3,2,0.00%,0.00%,0:04:14,6.33
street segments,/Geographic-Locations-and-Boundaries/List-of-Streets-and-Intersections/pu5n-qu5c,3,3.33,0.00%,0.00%,0:00:50,26.67
street space,/City-Infrastructure/Street-Use-Permits/b6tj-gt35,3,2.67,0.00%,37.50%,0:04:19,3.33
street sweeping,/browse/embed?category=&limit=20&limitTo=&q=street+sweeping&utf8=‰ÏÒ&view_type=rich&page=2,3,2.67,0.00%,0.00%,0:05:25,8
street sweeping,/City-Infrastructure/Street-Sweeper-Scheduled-Routes-Zipped-Shapefile-F/wwci-6uqu?category=City-Infrastructure&view_name=Street-Sweeper-Scheduled-Routes-Zipped-Shapefile-F,3,1,0.00%,0.00%,0:00:56,4.67
street tree list,/City-Infrastructure/Street-Tree-List/tkzw-k3nq,3,1,0.00%,0.00%,0:05:03,4.67
street tree map,/City-Infrastructure/Street-Tree-Map/337t-q2b4,3,1.67,0.00%,0.00%,0:00:42,4.67
street trees,/City-Infrastructure/Street-Trees-San-Francisco-CA/y8et-cd3b,3,4.33,0.00%,15.38%,0:06:39,21.33
street trees,/Geographic-Locations-and-Boundaries/Census-2010-Census-Tracts-for-San-Francisco-Zipped/jyce-hqn2,3,1.67,0.00%,40.00%,0:05:42,6.33
street use permits,/City-Infrastructure/Street-Use-Permits/b6tj-gt35,3,2,0.00%,0.00%,0:07:17,7.33
streetlight,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,3,3.33,0.00%,20.00%,0:01:03,18.33
streetlights,/City-Management-and-Ethics/District-10-Streetlight-Cases/rebf-d3yp,3,1.67,0.00%,0.00%,0:01:11,7
streets,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,3,3.67,0.00%,54.55%,0:02:13,14
streets,/browse/embed?category=&limit=20&limitTo=&q=streets&utf8=‰ÏÒ&view_type=rich&page=3,3,3.33,0.00%,20.00%,0:04:38,14
streets,/browse/embed?category=City+Infrastructure&limit=20&limitTo=&q=streets&view_type=rich,3,3.67,0.00%,0.00%,0:01:23,7
streets,/browse/embed?category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=&view_type=rich,3,4.33,0.00%,15.38%,0:04:08,47
streets,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=href&q=streets&view_type=rich,3,4.33,0.00%,0.00%,0:00:23,45
streets,/City-Infrastructure/Permit-Types/6wa6-8527,3,7.33,0.00%,9.09%,0:14:48,21
streets,/City-Infrastructure/Utility-Excavation-Moratorium-Streets/5wbp-dwzt,3,1.67,0.00%,40.00%,0:04:34,4.33
streets,/developers,3,2.67,0.00%,0.00%,0:03:44,8.67
streets,/Geographic-Locations-and-Boundaries/Bay-Area-General-Zipped-Shapefile-Format-/ye46-7n65,3,3.33,0.00%,50.00%,0:06:42,47.67
streets,/Geographic-Locations-and-Boundaries/Census-2010-Census-Tracts-for-San-Francisco-Zipped/jyce-hqn2,3,2.67,0.00%,37.50%,0:00:41,7.33
streets,/Geographic-Locations-and-Boundaries/City-curbs-and-islands-Zipped-Shapefile-Format-/nvxg-zay4,3,1.67,0.00%,60.00%,0:00:16,3.67
streets,/Geographic-Locations-and-Boundaries/Zoning-Districts/mici-sct2,3,2,0.00%,50.00%,0:00:25,4.33
streets,/login,3,1.67,0.00%,40.00%,0:05:25,7.33
streets,/Transportation/SFMTA-Bikeway-Network/t6vv-tjkd,3,3.33,0.00%,30.00%,0:02:12,15
streets,/Transportation/SFMTA-Transit-Stop-and-Schedule-Data-GTFS-format-/2qyp-77cq,3,2.67,0.00%,37.50%,0:00:54,7
Streets,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=href&q=Streets&view_type=rich,3,2,0.00%,0.00%,0:00:50,4.33
STREETS,/City-Infrastructure/Street-Use-Permits/b6tj-gt35,3,1.67,0.00%,0.00%,0:00:37,3.33
STREETS,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,3,10.67,0.00%,0.00%,0:01:47,28.33
streets of,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,3,7,0.00%,14.29%,0:04:30,22
streets of san francisco,/City-Infrastructure/Street-Tree-Map/337t-q2b4,3,1,0.00%,100.00%,0:00:42,4.67
Streets of San Francisco,/browse/embed?category=&limit=20&limitTo=&q=Streets+of+San+Francisco&view_type=rich,3,2,0.00%,0.00%,0:00:03,4.33
streets san francisco,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,3,1.67,0.00%,0.00%,0:00:13,4.67
subway,/browse/embed?category=&limit=20&limitTo=&q=subway&utf8=‰ÏÒ&view_type=rich&page=2,3,1.67,0.00%,0.00%,0:02:17,4.67
sud,/Geographic-Locations-and-Boundaries/Special-Use-Districts/2hkn-vsqr,3,1.67,0.00%,0.00%,0:00:06,4.67
suicide,/browse/embed?category=&limit=20&limitTo=datasets&q=suicide&view_type=rich,3,4.33,0.00%,0.00%,0:00:44,8.67
summary,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Summary-Totals/4tts-fyix,3,2,0.00%,0.00%,0:08:16,2
Supersonic Ads,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,2.67,0.00%,25.00%,0:02:40,9
supervisor district,/Geographic-Locations-and-Boundaries/Supervisor-Districts-as-of-April-2012/xz9b-wyfc,3,1,0.00%,66.67%,0:01:07,4.33
supervisor districts,/Geographic-Locations-and-Boundaries/Election-Precincts-Zipped-Shapefile-Format-/w3ua-z2my,3,3.33,0.00%,20.00%,0:00:27,25.67
supervisorial,/Geographic-Locations-and-Boundaries/Supervisorial-Districts-as-of-April-2012/xz9b-wyfc,3,2.67,0.00%,0.00%,0:02:58,12.33
survey,/browse/embed?category=&limit=20&limitTo=&q=survey&view_type=rich,3,1.67,0.00%,0.00%,0:00:04,3.33
sweeper,/,3,4.33,0.00%,15.38%,0:05:50,14
Sweeper Scheduled,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=Sweeper+Scheduled&view_type=rich,3,2,0.00%,0.00%,0:00:10,8.67
sweeping,/browse/embed?category=&limit=20&limitTo=&q=sweeping&view_type=rich,3,3.33,0.00%,0.00%,0:00:37,7.33
taipei,/browse/embed?category=&limit=20&limitTo=&q=taipei&view_type=rich,3,1,0.00%,0.00%,0:00:04,2
tax,/browse/embed?category=&limit=20&limitTo=&q=tax&utf8=‰ÏÒ&view_type=rich&page=2,3,3.33,0.00%,0.00%,0:02:33,9.67
tax,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,1,0.00%,66.67%,0:02:36,10
tax,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,3,1.67,0.00%,60.00%,0:00:12,3.33
taxi,/browse/embed?category=&limit=20&limitTo=&q=taxi&utf8=‰ÏÒ&view_type=rich&page=3,3,3.33,0.00%,0.00%,0:01:42,10.67
taxi,/browse/embed?category=&limit=20&limitTo=&q=taxi&utf8=‰ÏÒ&view_type=rich&page=4,3,2.67,0.00%,0.00%,0:01:58,10
taxi,/browse/embed?category=Transportation&limit=20&limitTo=&q=&utf8=‰ÏÒ&view_type=rich&page=2,3,1,0.00%,66.67%,0:01:11,5.33
taxi,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,3,2,0.00%,0.00%,0:34:09,15
taxi,/Transportation/2013-SFO-Customer-Survey-Data-Dictionary/fb96-rub7,3,3.33,0.00%,20.00%,0:06:57,8.67
taxi,/Transportation/Raw-AVL-GPS-data/5fk7-ivit,3,2,0.00%,33.33%,0:11:23,16.67
taxi,/Transportation/SFO-Passenger-Cargo-Aircraft-Landing-Datasets/zax7-gzc9,3,1.67,0.00%,0.00%,0:04:24,5.33
taxi,/Transportation/Travel-Decision-Survey-Data-2015/2npx-jbct,3,2.67,0.00%,0.00%,0:04:08,4.33
taxi,/Transportation/Vehicle-Miles-Traveled-Estimates-from-SF-CHAMP-201/g4ye-s75w,3,3.33,0.00%,30.00%,0:07:24,30
TAXI,/Transportation/Vehicle-Miles-Traveled-Estimates-from-SF-CHAMP-201/g4ye-s75w,3,1.67,0.00%,40.00%,0:15:45,2
technology,/,3,1,0.00%,100.00%,0:00:09,1
telecom,/browse/embed?category=&limit=20&limitTo=&q=telecom&view_type=rich,3,2,0.00%,0.00%,0:01:01,4.33
temperature,/,3,5.33,0.00%,0.00%,0:00:41,14
temperature,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=temperature&view_type=rich,3,1.67,0.00%,0.00%,0:00:11,3.67
temperature,/Health-and-Social-Services/Climate-and-Health-Data/paqg-zyqx,3,3.33,0.00%,20.00%,0:01:00,8.67
tenderloin,/browse/embed?category=&limit=20&limitTo=&q=tenderloin&utf8=‰ÏÒ&view_type=rich&page=3,3,2,0.00%,0.00%,0:00:51,11.67
tenderloin,/browse/embed?category=&limit=20&limitTo=&q=tenderloin&view_type=rich,3,1.67,0.00%,0.00%,0:00:04,3.33
tenderloin housing clinic,/,3,4.33,0.00%,15.38%,0:03:08,14
Tennenbaum,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,1.67,0.00%,0.00%,0:00:58,4.67
terrain,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,3,2.67,0.00%,0.00%,0:00:36,37
test,/login,3,4.67,0.00%,21.43%,0:29:59,51.33
Them Ky,/,3,3.33,0.00%,0.00%,0:00:26,9.67
ticket,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,3,1.67,0.00%,40.00%,0:06:16,5.33
tickets,/,3,4.67,0.00%,21.43%,0:06:02,16
tickets,/browse/embed?Department-Metrics_Publishing-Department=&category=Transportation&limit=20&limitTo=&q=tickets&view_type=rich,3,2,0.00%,0.00%,0:03:37,6.33
tickets parking,/Transportation/SFMTA-Enforced-Temporary-Tow-Zones/cqn5-muyy,3,1.67,0.00%,40.00%,0:00:48,6.33
topo,/browse/embed?category=&limit=20&limitTo=&q=elevation&view_type=rich,3,3.33,0.00%,50.00%,0:00:07,7
topo,/browse/embed?category=&limit=20&limitTo=&q=topography&view_type=rich,3,4.67,0.00%,35.71%,0:00:44,10
topo,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=topo&view_type=rich,3,1.67,0.00%,40.00%,0:00:06,3.33
topo,/Geographic-Locations-and-Boundaries/Building-Footprints-Zipped-Shapefile-Format-/jezr-5bxm,3,3.33,0.00%,50.00%,0:00:16,15.67
topo,/Geographic-Locations-and-Boundaries/Detailed-Topological-Map-of-San-Francisco/2fm6-ubhv,3,3.33,0.00%,30.00%,0:00:11,6.33
topography,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,3,1.67,0.00%,60.00%,0:00:09,11.67
topography,/browse/embed?category=&limit=20&limitTo=&q=contours&view_type=rich,3,1.67,0.00%,60.00%,0:00:22,3.33
topography,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=terrain&view_type=rich,3,1.67,0.00%,60.00%,0:00:07,3.33
topography,/City-Management-and-Ethics/Dataset-Inventory/y8fp-fbf5,3,1,0.00%,100.00%,0:00:14,2.67
topography,/Geographic-Locations-and-Boundaries/Building-Footprints-Zipped-Shapefile-Format-/jezr-5bxm,3,1.67,0.00%,40.00%,0:00:09,13
topography,/Geographic-Locations-and-Boundaries/Detailed-Topological-Map-of-San-Francisco/2fm6-ubhv,3,1,0.00%,100.00%,0:00:18,1.67
tow,/City-Infrastructure/Street-Sweeper-Scheduled-Routes-Zipped-Shapefile-F/wwci-6uqu,3,2.67,0.00%,37.50%,0:07:11,7
tow,/Transportation/Regularly-scheduled-tow-away-zone-GIS-data/qfjw-f9af,3,2,0.00%,0.00%,0:00:43,7.33
tow zone,/Transportation/Regularly-scheduled-tow-away-data/ed75-88qt,3,1.67,0.00%,0.00%,0:00:43,6.33
tow zone,/Transportation/Regularly-scheduled-tow-away-zone-GIS-data/qfjw-f9af,3,3.67,0.00%,18.18%,0:23:51,16
tract,/Geographic-Locations-and-Boundaries/Census-Tracts-2000-no-water-Zipped-Shapefile-Forma/wxpe-xrfk,3,2,0.00%,0.00%,0:00:37,16
traffic,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=traffic+&view_type=rich,3,1.67,0.00%,0.00%,0:02:25,3.67
traffic,/browse/embed?Department-Metrics_Publishing-Department=&category=Transportation&limit=20&limitTo=&q=traffic&view_type=rich,3,2.67,0.00%,0.00%,0:00:22,6.33
traffic,/data?search=traffic,3,1.67,100.00%,40.00%,0:00:10,1
traffic,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,1,0.00%,0.00%,0:20:50,14
traffic,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,3,1.67,0.00%,40.00%,0:04:38,11.67
traffic,/Public-Safety/Pedestrian-Injury-Count-2005-2011-San-Francisco-CA/dduv-erzw,3,3.33,0.00%,0.00%,0:00:31,9.67
traffic,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,3,2.67,0.00%,0.00%,0:00:59,7.33
traffic,/Public-Safety/SFPD-Reported-Incidents-2003-to-Present/dyj4-n68b,3,2,0.00%,33.33%,0:00:47,10.67
traffic,/Transportation/SFMTA-Transit-Stop-and-Schedule-Data-GTFS-format-/2qyp-77cq,3,2.67,0.00%,37.50%,0:04:20,8.67
traffic,/Transportation/SFO-Passenger-Cargo-Aircraft-Landing-Datasets/zax7-gzc9,3,2.67,0.00%,25.00%,0:11:02,15.67
traffic,/Transportation/Traffic-Control-Signal-Locations-in-San-Francisco-/knrw-a3gi,3,1.67,0.00%,0.00%,0:00:25,6
Traffic,/browse/embed?category=&limit=20&limitTo=&q=Traffic&view_type=rich,3,3.33,0.00%,0.00%,0:00:24,7.33
Traffic,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=Traffic&view_type=rich,3,1,0.00%,0.00%,0:00:06,2
TRAFFIC,/browse/embed?Department-Metrics_Publishing-Department=&category=Housing+and+Buildings&limit=20&limitTo=&q=TRAFFIC&view_type=rich,3,3.33,0.00%,0.00%,0:22:51,13
traffic accident,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=traffic+accident&view_type=rich,3,2.67,0.00%,0.00%,0:00:27,6.33
traffic count,/,3,1.67,0.00%,40.00%,0:01:10,9
traffic count,/browse/embed?category=&limit=20&limitTo=&q=traffic+count&view_type=rich,3,1.67,0.00%,0.00%,0:01:10,3.67
traffic counts,/browse/embed?category=&limit=20&limitTo=&q=traffic+counts&view_type=rich,3,3.67,0.00%,0.00%,0:01:47,35.33
traffic density,/login,3,2,0.00%,0.00%,0:01:35,15
traffic stop,/,3,2.67,0.00%,25.00%,0:12:17,15.67
traffic volume,/browse/embed?category=&limit=20&limitTo=&q=traffic&view_type=rich,3,1.67,0.00%,60.00%,0:00:27,4.67
traffic volume,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,3,1,0.00%,0.00%,0:00:35,3.33
trail,/browse/embed?category=&limit=20&limitTo=&q=trail&utf8=‰ÏÒ&view_type=rich&page=2,3,1,0.00%,0.00%,0:00:18,3.33
trail,/Culture-and-Recreation/Bay-Trail-San-Francisco-CA/yu55-kpnv,3,2,0.00%,33.33%,0:00:08,5.33
trail,/Culture-and-Recreation/Coastal-Trail-San-Francisco-CA/at3x-8ah8,3,2,0.00%,0.00%,0:02:11,8.67
trails,/browse/embed?category=&limit=20&limitTo=&q=trails&view_type=rich,3,1.67,0.00%,0.00%,0:00:05,3.33
trails,/Transportation/SFMTA-Bikeway-Network/t6vv-tjkd,3,1.67,0.00%,60.00%,0:00:16,3.33
transit,/browse/embed?category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=&utf8=‰ÏÒ&view_type=rich&page=7,3,1.67,0.00%,100.00%,0:00:17,3.33
transit,/browse/embed?Department-Metrics_Publishing-Department=&category=Transportation&limit=20&limitTo=&q=&view_type=rich,3,4.33,0.00%,15.38%,0:02:17,14.33
transit,/Geographic-Locations-and-Boundaries/Bay-Area-General-Zipped-Shapefile-Format-/ye46-7n65,3,1.67,0.00%,40.00%,0:11:06,9.67
transit,/Housing-and-Buildings/Department-of-Building-Inspection-Monthly-Permit-R/nbyd-udsc,3,1,0.00%,66.67%,0:10:21,6
transit,/Transportation/NextMuni-vehicle-prediction-data/fam4-k899,3,1.67,0.00%,0.00%,0:00:37,4.67
transit,/Transportation/SFMTA-Bikeway-Network/t6vv-tjkd,3,2,0.00%,50.00%,0:06:29,9.67
transit,/Transportation/SFMTA-routes-and-stops-for-March-2012/f5c3-8kkj,3,2.67,0.00%,37.50%,0:01:37,5.33
transit,/Transportation/SFMTA-Transit-Stop-and-Schedule-Data-GTFS-format-/2qyp-77cq?category=Transportation&view_name=SFMTA-Transit-Stop-and-Schedule-Data-GTFS-format-,3,1.67,0.00%,0.00%,0:01:00,5.33
transit stop,/,3,3.33,0.00%,20.00%,0:16:42,28.33
transit stops,/Transportation/Public-Transportation-Stops-and-Routes-San-Francis/s593-yv8k,3,2,0.00%,0.00%,0:00:21,6.33
transportation,/Transportation/Mode-Share-San-Francisco-CA/mvsf-4biw,3,3.33,0.00%,0.00%,0:09:34,9.67
transportation,/Transportation/SFMTA-Transit-Stop-and-Schedule-Data-GTFS-format-/2qyp-77cq,3,1,0.00%,0.00%,0:05:01,13
trash,/browse/embed?category=&limit=20&limitTo=&q=trash&view_type=rich,3,1.67,0.00%,0.00%,0:00:04,3.33
travel time,/Transportation/Minutes-Spent-Walking-or-Biking-San-Francisco-CA/vbnm-bxwq,3,5.33,0.00%,31.25%,0:02:08,31
treasure island,/Geographic-Locations-and-Boundaries/Outline-of-San-Francisco-Mask-/33vx-sfuh,3,3.33,0.00%,0.00%,0:36:11,25.67
treasure Island,/Culture-and-Recreation/Bay-Trail-San-Francisco-CA/yu55-kpnv,3,6.33,0.00%,10.53%,0:16:58,24
tree,/City-Infrastructure/Street-Trees-San-Francisco-CA/y8et-cd3b,3,3.33,0.00%,0.00%,0:03:18,12.33
tree,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,3,3.33,0.00%,30.00%,0:05:56,9
tree canopy,/Energy-and-Environment/San-Francisco-Urban-Tree-Canopy/w9tk-3w8c,3,2,0.00%,0.00%,0:00:07,6.33
tree canopy,/Geographic-Locations-and-Boundaries/Census-2010-Census-Tracts-for-San-Francisco-Zipped/jyce-hqn2,3,2,0.00%,50.00%,0:06:32,5.33
trees,/browse/embed?category=&limit=20&limitTo=&q=trees&view_type=rich,3,4.67,0.00%,0.00%,0:17:01,14
trees,/Geographic-Locations-and-Boundaries/Freeways-in-San-Francisco-Zipped-Shapefile-Format-/c86d-e5sm,3,2.67,0.00%,37.50%,0:07:22,9.67
trees,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,3,1.67,0.00%,60.00%,0:02:25,6.33
truck routes,/Transportation/Truck-Routes-San-Francisco-CA/ce5f-8b7c,3,3.33,0.00%,0.00%,0:00:41,10.67
turkey,/,3,2,0.00%,33.33%,0:01:12,10.67
uber,/,3,1,0.00%,0.00%,0:00:22,7
uber,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,1.67,0.00%,0.00%,0:01:13,4.67
uber,/Transportation/Travel-Decision-Survey-Data-2014/v3h7-53cb,3,2,0.00%,0.00%,0:10:34,12.33
Uber,/widgets/g8m3-pdis,3,1,0.00%,0.00%,0:00:57,3.67
uncashed,/about,3,4.33,0.00%,23.08%,0:00:39,56.67
unemployment,/browse/embed?category=Economy+and+Community&limit=20&limitTo=&q=employment&view_type=rich,3,2,0.00%,50.00%,0:00:14,3.67
unemployment,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,3,2,0.00%,0.00%,0:02:36,6.33
universities,/Geographic-Locations-and-Boundaries/Colleges-in-San-Francisco-Zipped-Shapefile-Format-/59m3-88aj,3,1,0.00%,100.00%,0:00:12,2
university,/Geographic-Locations-and-Boundaries/Colleges-in-San-Francisco-Zipped-Shapefile-Format-/59m3-88aj,3,3.67,0.00%,27.27%,0:01:25,9
vallejo,/,3,2.67,0.00%,25.00%,0:00:18,7.33
vegetation,/browse/embed?category=&limit=20&limitTo=&q=vegetation&view_type=rich,3,2,0.00%,0.00%,0:00:04,4.33
vehicle,/showcase,3,3.33,0.00%,20.00%,0:02:22,18.33
vehicle,/Transportation/Raw-AVL-GPS-data/5fk7-ivit,3,1.67,0.00%,40.00%,0:00:58,4.33
vehicle,/Transportation/Vehicle-Miles-Traveled-San-Francisco-CA/ht3w-smej,3,3.33,0.00%,0.00%,0:02:05,16
vendor,/browse/embed?category=Economy+and+Community&limit=20&limitTo=&q=vendor&view_type=rich,3,2,0.00%,0.00%,0:00:05,4.33
vendor,/City-Management-and-Ethics/Vendor-Payments-Vouchers-/n9pm-xkyq,3,1.67,0.00%,0.00%,0:02:24,4.67
vendor,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,1.67,0.00%,40.00%,0:17:52,6
vendor,/login,3,1.67,0.00%,40.00%,0:08:34,7
vendor payments,/login,3,6.33,0.00%,10.53%,0:39:56,40
