processed_search_term,num_unique_searches,spelling_errors,google_corrections
topograph,1,1,
topographc,1,1,
topographe,1,1,
topographuy,1,1,
topograppy,1,1,
topogrqaphy,1,1,
topologie,1,1,
topolography,1,1,
tommy neeson construction,1,1,
tobaco,1,1,
toby kanzawa,1,2,
tod,1,1,
toermalijnstraat alkmaar,1,2,
toew,1,1,
toile,1,1,
uol,1,1,
unvirsety,1,1,
tom aragon,1,1,
tom ekno,1,1,
tom joseph,1,1,
tom waddell,1,1,
tomales,1,1,
tomarah l. nikeh death certificate,1,2,
tomas aragon,1,2,
torist attraction,1,1,
torti,1,1,
unix,1,1,
university of california,1,1,
towaway zones,1,1,
townsend,1,1,
townsquared,1,1,
toxic sitesz,1,1,
tra,1,1,
tracffic transportation,1,1,
toursit,1,1,
totomic,1,1,
totoro,1,1,
unployment,1,1,
totoro ban,1,1,
tour shapefile,1,1,
"touris, shapefil",1,2,
unmetered,1,1,
tourism shapefile,1,1,
tourist visite,1,1,
tsk6e8dm,1,2,
tt group,1,1,
ttransportation,1,1,
ttrees,1,1,
tu lan,1,2,
tufin software technologies ltd,1,1,
turism,1,1,
turkish,1,1,
turkish restaurants,1,1,
tuscaloosa al,1,2,
tutor perini corporation,1,1,
tsing's,1,1,
tsh financial llc,1,2,
tsang,1,1,
trips.txt,1,1,
trojan war,1,1,
"troy, new york",1,1,
trsct,1,1,
truc designs,1,1,
ungerground,1,1,
truck routd,1,1,
truck routes gis,1,1,
trumark,1,1,
trust in instituions,1,1,
twilio,1,1,
ultra violete,1,1,
ucsb,1,1,
ucsb opendata,1,2,
ucsf benioff children's hospital helipad,1,3,
ufa,1,1,
ugv9-ywu3,1,2,
ujme-i5np,1,2,
ujung pandang,1,2,
uk,1,1,
ukr,1,1,
ulmer,1,1,
unaccepted streeets,1,1,
unban form,1,1,
uncaseehd,1,1,
uncashd,1,1,
unclaiemd,1,1,
unclashed,1,1,
undergrounding,1,1,
ucfs mission bay,1,1,
uber],1,1,
uber owners,1,1,
twinky clean,1,1,
tyger,1,1,
tyzs-6f38,1,1,
uae,1,1,
unemploymenr,1,1,
uber driver,1,1,
uber drivers,1,1,
unemploymen,1,1,
uber dui,1,2,
trifusion yoga sf inc,1,1,
trieu,1,1,
transportation to levi's stadium,1,1,
transportation to levi's staduim,1,2,
transportatoin,1,1,
transpotation,1,1,
trappfoto,1,1,
trarffic,1,1,
trasnformer,1,1,
trasure island,1,1,
transit stations shapefile,1,1,
transit sttions,1,1,
transitfrequency,1,1,
transportaion,1,1,
transportation gis,1,1,
tree gis,1,1,
tree maintainence,1,1,
tree removasl,1,1,
treess,1,1,
treet,1,1,
treet centerlines,1,1,
tree covr,1,1,
travis kalanick,1,2,
traxi,1,1,
trc,1,1,
trc codes,1,1,
trc7.2.22,1,1,
trc7.2.448,1,1,
treaserer tax,1,1,
treatmen water,1,1,
unified school disctrict,1,1,
t2bt-t49r,1,1,
symula,1,1,
syria roads,1,1,
szchool,1,1,
szulczewski,1,1,
taffic,1,1,
tabblock,1,1,
tablechair,1,1,
tableu,1,1,
url from web crawlers,1,1,
url,1,1,
url with saimilar texts from web crawlers,1,2,
switrs,1,1,
sutro baths,1,1,
sutter and grant parking,1,1,
sutter st,1,1,
sutter stockton,1,2,
sutter west bay hospitals,1,1,
swedish american,1,2,
sweeo,1,1,
sweis,1,1,
sweper,1,1,
urves,1,1,
tacolicious,1,1,
taiwan bento,1,2,
tax deliquenet,1,1,
talbot cafe,1,2,
tax fliling,1,1,
tax lot ouptut,1,1,
tax assesor,1,1,
tax assesments,1,1,
tammarah l. nikeh death certificate,1,2,
tandoori chicken usa,1,1,
tanf,1,1,
tank removel,1,1,
tanzania,1,1,
taqueria castillo,1,2,
urber driver,1,1,
taqueria la paz,1,2,
tara kini,1,2,
taraval,1,1,
taraval crime statistics,1,1,
urber,1,1,
super shapefile,1,1,
sunpath,1,1,
sunset dirtrict,1,1,
supe district,1,1,
superbowl,1,1,
superfund,1,1,
superfund sites,1,1,
useage,1,1,
superfund sites around sf bay,1,1,
superior cout,1,1,
superisor,1,1,
superivosr districts,1,1,
supervi shapefile,1,2,
superviser,1,1,
sunnyvale,1,1,
sunmin oh,1,1,
sublevel downtown s.f.,1,1,
subsidewalk,1,1,
usps,1,1,
usiness,1,1,
suhail salameh,1,2,
usgs,1,1,
supvervisor,1,1,
usa crime rates 2015,1,1,
surgestorm,1,1,
susan quan,1,2,
susse,1,1,
sussex,1,1,
supervisor distrcit,1,1,
supervisor distric,1,1,
supervisor districts shapefile,1,1,
supervisor dsitrict,1,1,
supervisoral,1,1,
supervisorial district 2013,1,1,
supervisorial district shapefiles,1,2,
supervisorial districts as of april 2012,1,2,
supervisors shapefile,1,1,
tax revene,1,1,
theatre saloons,1,1,
theft shapefile,1,1,
thegreenoffice.com,1,1,
thieu bleu,1,2,
tian yun clinic,1,2,
thomas angelo,1,2,
thomas coates,1,2,
thomas jones,1,2,
thumbnail shotter,1,1,
theaf,1,1,
the verona,1,1,
the shilla duty free shop,1,1,
the san francisco database,1,2,
tgif,1,1,
thailand,1,1,
thc,1,1,
the castro,1,1,
the chai cart,1,1,
the lincoln national life insurance company,1,1,
the lindsay k kvalheim revocable trust,1,2,
the pando company,1,1,
the presidio,1,1,
the raine group,1,1,
tia matinez,1,2,
ticekts,1,1,
timisoara,1,1,
timma,1,1,
tinkov,1,1,
tinna ho,1,1,
tinyimages,1,1,
tirana,1,1,
tickects parking,1,1,
tka,1,1,
tnc business registration,1,1,
tnc driver,1,1,
tnc drivers,1,1,
tnv,1,1,
toaway zones,1,1,
timestamp,1,1,
timelimit,1,1,
ticket voilation,1,1,
tiempo,1,1,
tilly chang,1,2,
tim lee,1,1,
ura shapefiles,1,2,
tech compaines,1,1,
tds,1,1,
tdw consulting,1,1,
teach for america,1,1,
teahee.me,1,1,
"teahee.me, llc",1,2,
teavana,1,1,
tech comapny,1,1,
techconcepts inc,1,1,
technonology,1,1,
ted,1,1,
ted talk showcase,1,1,
tbl_st_intrsctn_infrstcr,1,3,
tbl_reis_lotdetail,1,3,
taz981.shp,1,2,
taz981,1,1,
taxi in new york,1,1,
taxi san francisic,1,2,
taxlots,1,1,
tay,1,1,
taylor,1,1,
urban shapefile,1,1,
teenage pragnancy,1,1,
teenage pragnancy in south africa,1,2,
tenderloin demograghi,1,1,
tenderloin geojson,1,1,
tenderloin latino,1,1,
tenderloine,1,1,
tendernob,1,1,
teng,1,1,
tennebaum,1,1,
tera beaber,1,2,
terpstra design,1,1,
terrian,1,1,
teheran,1,1,
"tektronix, inc.",1,1,
telco,1,1,
telecommunciation,1,1,
telecommunicatios,1,1,
telemedicine,1,1,
telephoe,1,1,
"temamatla, mexico, mexico",1,3,
tempature,1,1,
tempreture,1,1,
tempurature,1,1,
tenderlion district,1,1,
shapefile lane,1,1,
shapefile land,1,1,
robert lord,1,1,
robert retana,1,2,
robert scott hickman,1,3,
robert scott hickman',1,3,
robert walsh,1,2,
robery,1,1,
rockstar,1,1,
roderick baltazar,1,2,
ron conway,1,2,
roedors,1,1,
roldan enriquez properties,1,2,
rollup,1,1,
romaidis,1,1,
romania,1,1,
rome,1,1,
romwald,1,1,
robert colburn,1,2,
roberries,1,1,
robbery crimes in san francisco,1,2,
road shap,1,1,
road shapefile,1,1,
road shapefiles,1,1,
road shp,1,1,
ronald mcdonald house,1,2,
rreef,1,1,
rtd parks,1,1,
"ruet,rajshahi,bangladesh",1,3,
rueter,1,1,
runnables,1,1,
ronen,1,1,
russell,1,1,
russell corr,1,1,
russia,1,1,
russian,1,1,
russian hill,1,1,
russian hill topography,1,1,
rv,1,1,
rwanda,1,1,
rwpa,1,1,
ryan spraetz,1,2,
rqzj-sfat.json,1,3,
rpp',1,1,
rpp parking,1,1,
roye,1,1,
roofprints,1,1,
"rosenfield, ian",1,2,
rotue,1,1,
rouillac,1,1,
routes to san francisco state university,1,2,
routes to sfsu,1,1,
rowpolygons,1,1,
retaurant,1,1,
retirees salar,1,1,
retiro,1,1,
water sfpuc,1,1,
rfi,1,1,
rfp workforce,1,1,
rgistered businesses,1,1,
rh1,1,1,
ribadeo,1,1,
richard bui,1,2,
richard chiriboga,1,2,
richard johnson,1,2,
richard lane,1,1,
retana,1,1,
restuarnts,1,1,
resturant review,1,1,
resturant violations,1,1,
resturants food,1,1,
resturaunts,1,1,
restutants,1,1,
resurant scores,1,1,
resurants,1,1,
richard marik,1,2,
richard thompson gallery,1,2,
richard titus,1,2,
riprap,1,1,
riyadh,1,1,
rmr financial,1,1,
rms,1,1,
rnt,1,1,
road conditin,1,1,
"rio de janeiro rio, rio de janeiro",1,7,
richmond city,1,1,
rio de janeiro rio de janeiro,1,6,
richmond district,1,1,
richmond district bicycle data,1,1,
richmond district bicycle map,1,1,
water san francisco,1,2,
richmond district crime,1,1,
richmond plaza metaspace,1,2,
ridesahare,1,1,
ridesharing,1,1,
ridrship,1,1,
rieskin,1,1,
right of way shapefile,1,1,
ryan tubman,1,2,
"s, mario",1,1,
restuarant score,1,1,
san francisco data graphs in 1848,1,2,
san francisco county parks,1,2,
san francisco county shapefile,1,3,
san francisco crim,1,3,
san francisco crime classification data,1,2,
san francisco crime data,1,2,
san francisco crime dataset,1,2,
san francisco crime neighborhoods,1,2,
san francisco crime police development,1,2,
san francisco crime report,1,2,
san francisco crimendata,1,3,
san francisco data shoreline,1,2,
san francisco employment,1,2,
san francisco development pipeline 2015 quarter 4,1,2,
san francisco development pipeline 2016 quarter 1,1,2,
san francisco development pipeline data,1,2,
san francisco development pipeline q2 2014,1,2,
san francisco districts shapefile,1,3,
san francisco districtsd,1,3,
san francisco dmap,1,3,
san francisco drug,1,2,
san francisco elevation,1,2,
san francisco county jurisdiction,1,2,
san francisco county freeways,1,2,
san francisco county city,1,2,
san francisco census block,1,2,
san francisco census block group,1,2,
san francisco census shapefile,1,3,
san francisco census tract listing,1,2,
san francisco check-in,1,2,
san francisco chek-in,1,3,
san francisco city block,1,2,
san francisco city curbs,1,2,
san francisco city feature,1,2,
san francisco city grid,1,2,
san francisco city limits,1,2,
san francisco city shapefile,1,3,
san francisco city streets,1,2,
san francisco cityfeatures,1,3,
san francisco climate and health data,1,2,
san francisco coastline,1,2,
san francisco commercial buildings 2012,1,2,
san francisco commercial buildings energy,1,2,
san francisco communitywide greenhouse gas inventory,1,3,
san francisco companies,1,2,
san francisco contours,1,2,
san francisco council districts,1,2,
san francisco county boundaries,1,2,
san francisco elevation datum,1,2,
san francisco ethnicity,1,2,
sa streets names,1,1,
san francisco legal,1,2,
san francisco incidents,1,2,
san francisco income inequality,1,2,
san francisco incomes,1,2,
san francisco inequal,1,3,
san francisco inequality,1,2,
san francisco information map,1,2,
san francisco international airport,1,2,
san francisco json,1,3,
san francisco landmarks,1,2,
san francisco landuse 1992,1,3,
san francisco legal mission bay,1,2,
water acess,1,1,
san francisco libraries,1,2,
san francisco limits,1,2,
san francisco lot use,1,2,
wate taxi,1,1,
san francisco map with neighborhood,1,2,
san francisco msa,1,3,
san francisco municipal buildings 2013,1,2,
san francisco municipal code,1,2,
san francisco municipal transportation agency,1,2,
san francisco neigborhood,1,3,
san francisco neigborhoods,1,3,
san francisco hotels,1,2,
san francisco hospital,1,2,
san francisco historic waterfront,1,2,
san francisco historic shoreline,1,2,
san francisco events calendar,1,2,
san francisco figure ground,1,2,
san francisco fire,1,2,
san francisco fire department,1,2,
san francisco fire station call for service,1,2,
san francisco fire stations,1,2,
san francisco fog,1,2,
san francisco food bank,1,2,
san francisco foursquare,1,2,
san francisco freeway,1,2,
san francisco freeways,1,2,
san francisco friends schooll,1,3,
san francisco gbd,1,3,
san francisco general,1,2,
san francisco general hospital,1,2,
san francisco general plan,1,2,
san francisco geodatabase,1,3,
san francisco gigants,1,3,
san francisco government water data,1,2,
san francisco green roofs,1,2,
san francisco green roofs data,1,2,
san francisco ground paving,1,2,
san francisco highway,1,2,
san francisco census 2010,1,2,
san francisco census,1,2,
san francisco business license for disability rights california,1,3,
salla vaerma-jadlos,1,3,
sales tax sfpark,1,1,
sales@classicxperts.com,1,1,
salesforce tower,1,1,
salesforce.com,1,1,
salsacrazy,1,1,
san francisco business,1,2,
salt partners llc,1,1,
samsara,1,1,
samson chow,1,1,
san andreas fault,1,2,
san boarn maps,1,2,
san born map,1,1,
water distribution netwrok,1,1,
salery ranges by job classification,1,1,
sacramento river,1,1,
sacremento,1,1,
safai,1,1,
safety new hires by department fy05-fy09,1,2,
saint louis,1,1,
saint-petersburg,1,1,
saint-petrsburg,1,1,
sakura,1,1,
salary san francisco,1,2,
san born maps,1,1,
san bruno,1,2,
"san carlos, ca",1,2,
san francisco bay area bridges,1,2,
san francisco bay area open space shape files,1,2,
san francisco bay area zip code boundaries,1,2,
san francisco bay contaminated,1,2,
san francisco bay delta,1,2,
san francisco bay ferry,1,2,
san francisco bay outline,1,2,
san francisco bay region,1,2,
san francisco bay shapefile,1,3,
san francisco bay streets,1,2,
san francisco bay water shapefile,1,3,
san francisco bike,1,2,
san francisco bike racks,1,2,
water bodies san francisco\,1,2,
san francisco block group,1,2,
san francisco border,1,2,
water bodies in san fransisco,1,2,
water bodies in san francsisco,1,2,
san francisco building for print,1,2,
san francisco building height,1,2,
san francisco building outline,1,2,
san francisco bus stops,1,2,
san francisco bus_stops,1,2,
san francisco bay area open space,1,2,
san francisco attractions,1,2,
san crime,1,1,
san francisco assessor blocks,1,2,
san ffancisco bay area,1,2,
san fran,1,2,
san fran crime,1,2,
san francicsco,1,2,
san francicso crime classification,1,2,
san franciscans against the blank check,1,2,
san francisco 2010,1,2,
san francisco 2014,1,2,
san francisco 2015,1,2,
san francisco 49ers,1,3,
san francisco 5m water rise,1,2,
san francisco advisory,1,2,
san francisco affordable housing,1,2,
san francisco age neighborhood,1,2,
san francisco age sex,1,2,
san francisco airport citygml,1,3,
san francisco airport. 2015,1,2,
san francisco alliance for jobs and sustainable growth,1,2,
san francisco alliance for jobs and sustainable growth pac,1,3,
san francisco analysis neighborhoods,1,2,
san francisco apartment association political action committee,1,2,
san francisco area shapefiles,1,3,
restuarant scores,1,1,
san francisco neighborhoods socio-economic profile,1,2,
recology abandoment,1,2,
recepis,1,1,
recereational facilities,1,1,
record 2015-009422enf,1,1,
recpvery,1,1,
reataurant,1,1,
webdata,1,1,
web_eoc_data_demo,1,1,
web sfgov,1,1,
realtor_neighborhood,1,1,
realtor_neighborhoods.shp,1,2,
realtors,1,1,
recrd,1,1,
region bountry,1,1,
redmond,1,1,
regio,1,1,
recreaction,1,1,
regist,1,1,
registerd,1,1,
registered buisness,1,1,
weatber,1,1,
registered businesses in san francisco,1,2,
registered businesses san francisco,1,2,
registered businessess,1,1,
recreatino,1,1,
weatjer,1,1,
recreatopm,1,1,
recruite,1,1,
weather san fransisco,1,2,
weather gis,1,1,
real estate investor california property services,1,1,
qup,1,1,
qwc,1,1,
racde,1,1,
webeoc,1,1,
racoons,1,1,
rad pca,1,1,
quintara,1,1,
quicklys,1,1,
quesada,1,1,
qualified census trtact,1,1,
quality transmission diana lerner,1,2,
"quayle, timothy",1,1,
weil,1,1,
rasier,1,1,
raster dada,1,1,
raster elevation grid san francisco\,1,2,
raulston,1,1,
raw avl/gps data,1,2,
weblogs,1,1,
raymond chow,1,1,
rcra,1,1,
rdp parks,1,1,
rdp_parks,1,1,
rastaurant,1,1,
rashad eid design,1,2,
raffic accidents,1,1,
raphael needleman,1,2,
rafiki coalition for health,1,1,
ragusa,1,1,
rai,1,1,
railroa,1,1,
raiss is,1,1,
raissis,1,1,
ramen,1,1,
rammp,1,1,
randolph,1,1,
restrunt,1,1,
resiliencey,1,1,
resliency,1,1,
reso,1,1,
reso.io,1,2,
resocialization,1,1,
waterhsed,1,1,
restaaurants,1,1,
restani way,1,1,
restaraunt inspections,1,1,
restaruant,1,1,
restaturant,1,1,
restau,1,1,
watermain,1,1,
residential_projects_with_inclusionary_requirements_as_of_2015_q1.csv,1,2,
waterpipe,1,1,
residential parking permit shapefile,1,1,
residential projects with inclusionary requirements,1,1,
residential with inclusionary,1,1,
residential_projects_with_inclusionary_requirements,1,1,
residential_projects_with_inclusionary_requirements_as_of_2015_q1,1,1,
resteaurant,1,1,
restaurants san francisco,1,2,
restaurants/businesses.csv,1,1,
restaurantsu,1,1,
restaurent data,1,1,
restaurent health,1,1,
restaurnat,1,1,
restaurrant,1,1,
resterant,1,1,
restraurant,1,1,
restricitions,1,1,
restrictec parking,1,1,
restrrom,1,1,
restaurants hayes valley,1,1,
restaurantas,1,1,
restaurant kpi,1,1,
waterwatch,1,1,
remi,1,1,
wc,1,1,
relig*,1,1,
religi*,1,1,
religon,1,1,
religous establishment,1,1,
reltime,1,1,
rem koolhaas,1,1,
rennovation,1,1,
wayfinding,1,1,
wawona st,1,1,
reiskin,1,1,
registered-business-locations-san-francisco/g8m3-pdis?,1,3,
registered_business_locations_-_san,1,1,
registered_business_locations_-_san_francisco,1,2,
registerted car,1,1,
wdd llc,1,2,
registrati,1,1,
registred,1,1,
registtered business,1,1,
regularlyscheduledtowawayzones,1,1,
waterways shapefile,1,1,
requests for informaiton,1,1,
rescye,1,1,
reservior,1,1,
residenc,1,1,
residental building permits,1,1,
reporcommittee on information technologyt,1,2,
rentprice,1,1,
rent prices san francisco,1,2,
rental affordability,1,1,
watr,1,1,
rentallisting,1,1,
rentallistings,1,1,
rentburden,1,1,
rentjoy inc,1,1,
wate,1,1,
san francisco noise complaints,1,2,
shapefile income,1,1,
sf shorline,1,1,
sf shorline and islands,1,1,
sf solar app,1,1,
sf solar mpa,1,1,
sf streets geojson format,1,1,
sf streets shapefile,1,1,
sf stretts,1,1,
sf topograph,1,1,
sf property assesment,1,1,
sf realtor neighborhoods,1,1,
sf reform democrats smo,1,1,
sf schools shapefile,1,1,
sf shapfile,1,1,
sf zipcodes,1,1,
sf-crime % san francisco crime classification,1,2,
sffacs current,1,1,
volunteerism,1,1,
sfbike,1,1,
sfblock,1,1,
sfca 1,1,1,
sfca-1,1,1,
sfcc,1,1,
sfcif,1,1,
sfcity survey,1,1,
sfcitysurvey,1,1,
vooc,1,1,
sfclines,1,1,
sfcoast,1,1,
sfcoastline,1,1,
sfcrime.csv,1,2,
sfcta,1,1,
sfcvb,1,1,
sfd,1,1,
sfdem,1,1,
sfdp incidents,1,1,
sfec,1,1,
sfec-126,1,1,
sfec126,1,1,
sffac,1,1,
sffac_current,1,1,
sfbaysystems,1,1,
sfapproved,1,1,
sfaccs,1,1,
sf_crime shapefile,1,1,
vot,1,1,
sf_crime_ytd-2014-12_reduced.txt.zip,1,2,
sf_lq,1,1,
sf_map_copyright_openstreetmap_contributers,1,1,
sf_map_copyright_openstreetmap_contributors.txt,1,2,
sf_offstreetparking,1,1,
vs goliath,1,1,
sf compaines,1,1,
sf crime areas shapefile,1,1,
sf crimes shapefile,1,1,
vpr designs,1,1,
sf environment ecofinder xml feed,1,2,
sf city coundarysf shore,1,1,
sf city coundary,1,1,
sf bikeway,1,1,
w4sk-nq57,1,2,
sf bikeways,1,1,
sf census shapefile,1,1,
sf champ taz,1,1,
sf city border shapefile,1,1,
vpr design,1,1,
voture 8 housing,1,1,
sf map rds,1,1,
sf muni,1,1,
sf nert neighborhood,1,1,
sf opendata budget,1,1,
sf parkcar,1,1,
sf parks shapefile,1,1,
sf pipline,1,1,
sf facilites,1,1,
sf facs,1,1,
sf flower assco.,1,1,
sf footpring,1,1,
"sf for everyone, no on proposition f, sponsored and major funding by airbnb",1,1,
sf genereal,1,1,
sf gis,1,1,
sf gis basemap,1,2,
sf hcso,1,1,
sffacs_current,1,1,
sfpdh,1,1,
sfpd stop,1,1,
sfpd unit id,1,1,
sfpd-incidents,1,1,
sfpd-incidents-arson,1,1,
sfpd.csv,1,2,
sfpd_incident,1,1,
sfpd_incident_all_csv,1,2,
sfpd_incident_all_csv.zip,1,2,
sfpd_incidents.csv,1,2,
sfpd_incidents_-_from_1_january_2003.csv,1,3,
sfpparking,1,1,
sfrpd properties,1,1,
sfprospector,1,1,
sfpuc capital improvement plan,1,1,
sfpuc contracts,1,1,
sfpuc gis,1,2,
sfpuc service area,1,1,
sfpuc water,1,1,
sfpuc watershed,1,1,
violationsabuilding,1,1,
sfpd sectors,1,1,
sfpd precints,1,2,
sfpd precincts,1,1,
sfpd complaints,1,1,
sfpd crime 2014,1,1,
sfpd crime data,1,1,
sfpd crime map,1,1,
sfpd crime muni,1,2,
sfpd crimes,1,1,
sfpd critical response team,1,1,
sfpd data,1,1,
sfpd district shapefile,1,2,
sfpd incideents,1,2,
sfpd incident arson,1,1,
vishma,1,1,
sfpd incidents -,1,1,
sfpd incidents - from 1 january 2003,1,2,
sfpd incidents - from 1 january 2004,1,2,
sfpd incidents - previous three months,1,1,
sfpd incidents - previous years,1,1,
sfpd incidents 6/26/2016,1,1,
sfpd incidents previous three months,1,1,
sfpd incidnets,1,2,
sfreis,1,1,
violations code trc,1,1,
shapefile bikr,1,2,
vincent,1,1,
shape files for san francisco open space,1,2,
shapefil,1,1,
shapefil;e,1,1,
villages and districts of india,1,1,
shapefile bart,1,2,
shapefile berkeley,1,2,
shapefile biek,1,2,
shapefile boundaries,1,1,
shapefile businesses,1,1,
vilations,1,1,
shapefile city,1,1,
shapefile city owned,1,1,
shapefile county,1,1,
shapefile crime,1,1,
shapefile demographic,1,1,
shapefile demographics,1,1,
shapefile elevation,1,1,
shapefile escape routes,1,1,
shape file berkeley,1,1,
shape file arcgis,1,1,
shanti,1,1,
sfstlines,1,1,
sftaz,1,1,
violaters,1,1,
sfusd census,1,1,
sfusd school phone numbers,1,1,
sfvd13 benchmark,1,1,
sfwd,1,1,
sfwifi,1,1,
sfx,1,1,
sfxlands,1,1,
sgis_sflnds_pg,1,2,
vioaltions,1,1,
"shabuway franchising, inc",1,1,
shannon maloney,1,2,
sfpd citations,1,1,
sfpd cirt,1,2,
sfpd calls,1,1,
sfmta log,1,1,
sfmta bike network,1,1,
vive la tarte,1,1,
sfmta bikeway network shapefile,1,3,
sfmta bikeway network website,1,2,
sfmta citation data,1,1,
sfmta citations,1,1,
sfmta comments,1,1,
sfmta dpt,1,1,
sfmta gis,1,2,
sfmta gtfs,1,2,
sfmta improvement,1,1,
sfmta network,1,1,
sfpd boundary,1,1,
sfmta p,1,1,
sfmta parking meters,1,1,
sfmta parking tickets,1,1,
sfmta permit,1,1,
sfmta public routes,1,1,
sfmta rail,1,1,
sfmta realtime,1,2,
sfmta residential,1,1,
sfmta ridership,1,1,
sfmta route gis,1,2,
sfmta routes and stop,1,1,
sfmodeshare,1,1,
sfmat citation data,1,1,
voialation,1,1,
sffd 11/24/2015,1,1,
sffd fire stations,1,1,
sffd response time,1,1,
sffd responses on 11/24/2015,1,1,
sffin neighborhoods,1,1,
sffind neighborhood,1,1,
volunt,1,1,
sffind_neighborhoods.shp,1,2,
voloshko,1,1,
sffing neighborhoods,1,1,
sfgh,1,1,
sfgis/planning_neighborhoods.zip,1,1,
sfgov web,1,1,
volgograd,1,1,
voicepark,1,1,
sfhcso business account number,1,1,
sfi,1,1,
sficf,1,1,
sfid,1,1,
sflands,1,1,
sflanduse,1,1,
sflnds,1,1,
sfma bikeway network,1,2,
sfmta routes and stops,1,1,
sfmta routes and stops for 2015,1,1,
sfmta routes to sfsu,1,2,
sfo landings,1,1,
sfo museum,1,1,
sfo passenger data,1,1,
sfo passenger dataset,1,1,
"sfo passenger, cargo, aircraft landing datasets",1,1,
sfo revenue,1,1,
sfo shapefile,1,2,
sfo street cleaning,1,1,
sfo survey,1,1,
sfo weather,1,1,
sfo_bike_counters,1,1,
sfo_restaurant,1,1,
sfo_weather.csv,1,2,
sfp,1,1,
sfpark meter locations,1,1,
sfpark_ parkingsensordata_hourlyoccupancy_20112013.csv,1,4,
visitacion valley community center,1,1,
visitacion valley,1,1,
sfpd 2014,1,1,
sfpd arson,1,1,
sfo lifestyle,1,1,
sfo land use compatibility tool,1,1,
sfmta salaries,1,1,
sfo gis,1,2,
sfmta speeding,1,1,
vitória,1,1,
sfmta stations,1,1,
sfmta stops,1,1,
sfmta tep,1,2,
sfmta-bikeway-network,1,2,
sfmta-enforced temporary tow zones,1,1,
sfmta_bikeway_network.shp,1,3,
sfmta_bikeway_network.zip,1,2,
sfmtra,1,1,
sfmts,1,1,
sfo 2011,1,1,
sfo airport,1,1,
sfo airport boundary,1,1,
sfo airpot boundary,1,2,
sfo airpot gis,1,3,
sfo airpotrt boundary,1,2,
sfo crime,1,1,
sfo customer survey data set dictionary,1,1,
sfo customer survey dictionary,1,1,
sfo financial data and financial statement for roldan enriquez,1,3,
sfo financial property report,1,1,
san francisco oakland bay bridge,1,3,
san_francisco_communitywide_greenhouse_gas_inventory,1,3,
san_francisco_department_of_public_health_flu_shot_locations_2013,1,2,
san_francisco_development_pipeline_2014_quarter_1,1,2,
san_francisco_development_pipeline_2016,1,2,
san_francisco_development_pipeline_2016_quarter_1,1,2,
san_francisco_development_pipeline_data,1,2,
san_francisco_development_pipeline_q2_2014,1,2,
sanborne maps,1,1,
sanchex,1,1,
sanchez,1,1,
sanfran,1,1,
sanfranciscolandmark,1,1,
sanfrancisco *.gdb,1,2,
sanfrancisco crime report,1,1,
sanfrancisco department of public health flushot locations 2013,1,2,
sanfrancisco gdb,1,2,
sanfrancisco health,1,1,
sanfrancisco polygon,1,1,
sanfrancisco rainfall,1,1,
sanfrancisco.gbd,1,2,
san_francisco property,1,2,
san_francisco poperty,1,3,
san_francisco,1,2,
san fransisco districts,1,2,
san fransisco rental listings,1,2,
san fransisco street,1,2,
san fransokyo,1,2,
san friancisco county,1,2,
san frqncisco,1,2,
san jose basemap street centerlines shapefile,1,4,
san jose boundary,1,2,
san jose crime,1,2,
san jose guerrero,1,3,
san jose parcel,1,2,
san jose place,1,2,
san jose shapefile,1,3,
san josebasemap street centerlines shapefile,1,3,
san leandro curb lines,1,2,
san lorenzo,1,2,
san mateo county cityies,1,3,
san mateo county streets,1,2,
san mateo roads,1,2,
san mateo streets,1,2,
san shoreline,1,1,
san tung,1,1,
sanfranciscohealth,1,1,
sanfranciscomodeshare,1,1,
schaadt,1,1,
walter thoma,1,2,
sato,1,1,
sattelite,1,1,
sausalito,1,1,
scanlan,1,1,
schaaf,1,1,
sanfranciscoopendatastrategicplan2014,1,1,
schedue e,1,1,
wallis,1,1,
schhols,1,1,
schimmick construction,1,1,
schneider electric,1,1,
walklets,1,1,
school api score,1,1,
waltham,1,1,
satelite map,1,1,
sanfranciscostreettrees,1,1,
sanfranciscotim.com,1,1,
sanfranciscotransitfrequency,1,1,
sanfranpsycho,1,1,
sanfranscisco,1,1,
sanfranscisco.gdb,1,2,
sanfransokyo,1,1,
sano,1,1,
sansome,1,1,
santa clara county cities,1,2,
santa clara district,1,2,
santa clara streets,1,2,
santa clara valley basin,1,2,
santa clara valley basin shapefile,1,3,
santa monica,1,2,
sar,1,1,
sara reek,1,1,
sarlary,1,1,
sas dataset,1,1,
wanderson carlos,1,2,
san fransisco bay,1,2,
san fransico crime,1,2,
san francisco roads shapefile,1,3,
san francisco real estate neighborhoods,1,2,
san francisco realtor neighborhoods,1,3,
san francisco redevelopment agency project areas,1,2,
san francisco registered businesses,1,2,
san francisco residental,1,3,
san francisco residential,1,2,
san francisco residential parking permit eligibility areas,1,2,
san francisco restaurant,1,2,
san francisco restaurants,1,2,
san francisco road,1,2,
san francisco sea level,1,2,
san fransico boundary,1,2,
san francisco shape,1,2,
san francisco shoerline,1,3,
san francisco shorline,1,3,
san francisco sleep diagnostics,1,2,
san francisco speed limit,1,2,
san francisco stadium,1,2,
san francisco street and turn features,1,2,
san francisco street centerlines,1,2,
san francisco street map,1,2,
san francisco street map shapefile,1,3,
san francisco public utilities commission,1,2,
san francisco public utilities,1,2,
